AvgTemp,mon,YEAR,DISTRICT,STATE,PotentialEvapTran,Precipitation,SPI,VapourPres,WetDayFreq,CLASS
22.669,Jan,1972,ANATAPUR,ANDHRA PRADESH,6.09,0,-1.35,15.098,0,0
25.081,Feb,1972,ANATAPUR,ANDHRA PRADESH,6.84,2.096,-1.12,15.195,0.681,0
27.498,Mar,1972,ANATAPUR,ANDHRA PRADESH,7.62,1.482,-0.27,15.542,0.754,0
30.161,Apr,1972,ANATAPUR,ANDHRA PRADESH,7.97,5.901,0.18,19.614,1.201,0
29.437,May,1972,ANATAPUR,ANDHRA PRADESH,7.85,131.744,-0.28,21.053,5.813,0
26.908,Jun,1972,ANATAPUR,ANDHRA PRADESH,6.42,24.232,-0.2,22.804,2.876,0
25.771,Jul,1972,ANATAPUR,ANDHRA PRADESH,5.54,58.325,-0.48,22.541,5.483,0
25.034,Aug,1972,ANATAPUR,ANDHRA PRADESH,5.48,56.143,-0.76,22.499,6.128,0
25.216,Sep,1972,ANATAPUR,ANDHRA PRADESH,5.84,53.676,-1.43,22.426,4.843,0
24.434,Oct,1972,ANATAPUR,ANDHRA PRADESH,5.65,142.359,-0.91,21.331,5.874,0
22.167,Nov,1972,ANATAPUR,ANDHRA PRADESH,5.51,0.462,-1.91,17.23,0.462,1
22.171,Dec,1972,ANATAPUR,ANDHRA PRADESH,5.43,32.811,-1.35,16.431,1.942,0
22.624,Jan,1973,ANATAPUR,ANDHRA PRADESH,5.93,0.047,-1.35,15.131,0.036,0
24.641,Feb,1973,ANATAPUR,ANDHRA PRADESH,6.8,0,-1.12,15.249,0,0
28.771,Mar,1973,ANATAPUR,ANDHRA PRADESH,7.7,0,-0.27,16.785,0,0
29.209,Apr,1973,ANATAPUR,ANDHRA PRADESH,7.95,60.898,0.18,18.917,3.269,0
30.718,May,1973,ANATAPUR,ANDHRA PRADESH,7.87,16.705,-0.28,21.883,2.054,0
27.721,Jun,1973,ANATAPUR,ANDHRA PRADESH,6.45,63.142,-0.71,23.686,3.949,0
25.203,Jul,1973,ANATAPUR,ANDHRA PRADESH,5.49,146.955,0.58,22.534,7.869,0
24.891,Aug,1973,ANATAPUR,ANDHRA PRADESH,5.51,34.908,-0.14,22.499,5.218,0
24.848,Sep,1973,ANATAPUR,ANDHRA PRADESH,5.8,186.616,0.4,22.487,6.098,0
24.867,Oct,1973,ANATAPUR,ANDHRA PRADESH,5.67,337.638,1.49,21.331,9.348,0
22.431,Nov,1973,ANATAPUR,ANDHRA PRADESH,5.52,1.416,1.68,17.7,0.759,0
21.196,Dec,1973,ANATAPUR,ANDHRA PRADESH,5.45,0,1.66,15.428,0,0
22.587,Jan,1974,ANATAPUR,ANDHRA PRADESH,5.91,0.724,1.25,15.051,0.253,0
25.291,Feb,1974,ANATAPUR,ANDHRA PRADESH,6.85,0,1.7,15.284,0,0
27.301,Mar,1974,ANATAPUR,ANDHRA PRADESH,7.64,4.612,1.73,15.715,0.997,0
30.175,Apr,1974,ANATAPUR,ANDHRA PRADESH,7.97,18.988,-1.98,19.684,1.949,1
29.717,May,1974,ANATAPUR,ANDHRA PRADESH,7.86,76.478,-0.5,21.241,5.298,0
26.711,Jun,1974,ANATAPUR,ANDHRA PRADESH,6.35,34.127,-0.84,22.873,2.797,0
24.603,Jul,1974,ANATAPUR,ANDHRA PRADESH,5.45,117.703,0.01,22.561,8.246,0
24.743,Aug,1974,ANATAPUR,ANDHRA PRADESH,5.47,98.968,0.22,22.499,7.275,0
24.388,Sep,1974,ANATAPUR,ANDHRA PRADESH,5.75,47.19,-0.72,21.624,4.718,0
23.901,Oct,1974,ANATAPUR,ANDHRA PRADESH,5.6,146.336,-0.44,20.244,7.854,0
21.812,Nov,1974,ANATAPUR,ANDHRA PRADESH,5.5,0.462,-0.8,17.122,0.462,0
22.033,Dec,1974,ANATAPUR,ANDHRA PRADESH,5.42,11.568,-0.56,16.348,1.944,0
22.415,Jan,1975,ANATAPUR,ANDHRA PRADESH,5.9,0.058,-1.12,15.056,0.036,0
25.178,Feb,1975,ANATAPUR,ANDHRA PRADESH,6.78,0.001,-1.44,15.195,0.001,0
27.57,Mar,1975,ANATAPUR,ANDHRA PRADESH,7.62,11.111,-0.36,15.715,1.273,0
29.293,Apr,1975,ANATAPUR,ANDHRA PRADESH,7.99,39.893,-0.58,19.665,2.334,0
28.127,May,1975,ANATAPUR,ANDHRA PRADESH,7.67,177.616,1.93,19.625,7.955,0
26.18,Jun,1975,ANATAPUR,ANDHRA PRADESH,6.11,43.025,1.56,22.854,3.646,0
25.016,Jul,1975,ANATAPUR,ANDHRA PRADESH,5.43,47.532,1.04,22.534,5.517,0
23.97,Aug,1975,ANATAPUR,ANDHRA PRADESH,5.38,117.465,1.21,21.061,7.695,0
25.252,Sep,1975,ANATAPUR,ANDHRA PRADESH,5.71,170.028,1.13,22.42,8.84,0
24.73,Oct,1975,ANATAPUR,ANDHRA PRADESH,5.56,151.035,0.97,21.326,7.498,0
21.913,Nov,1975,ANATAPUR,ANDHRA PRADESH,5.46,28.92,0.17,16.904,2.361,0
20.799,Dec,1975,ANATAPUR,ANDHRA PRADESH,5.38,2.548,0.27,15.208,0.941,0
22.166,Jan,1976,ANATAPUR,ANDHRA PRADESH,5.92,0.112,0.51,15.071,0.036,0
23.98,Feb,1976,ANATAPUR,ANDHRA PRADESH,6.76,0.487,0.24,14.054,0.455,0
28.107,Mar,1976,ANATAPUR,ANDHRA PRADESH,7.67,0.001,-0.16,15.715,0.001,0
30.174,Apr,1976,ANATAPUR,ANDHRA PRADESH,8.01,117.808,1.2,19.645,4.585,0
28.485,May,1976,ANATAPUR,ANDHRA PRADESH,7.75,103.515,1.71,20.077,4.781,0
25.831,Jun,1976,ANATAPUR,ANDHRA PRADESH,6.15,74.608,1.91,21.508,4.931,0
23.88,Jul,1976,ANATAPUR,ANDHRA PRADESH,5.32,112.235,2.21,21.106,7.896,0
24.51,Aug,1976,ANATAPUR,ANDHRA PRADESH,5.39,32.113,1.25,22.499,5.935,0
24.548,Sep,1976,ANATAPUR,ANDHRA PRADESH,5.69,167.871,1.23,21.992,6.579,0
23.907,Oct,1976,ANATAPUR,ANDHRA PRADESH,5.51,267.765,1.31,19.918,9.348,0
22.951,Nov,1976,ANATAPUR,ANDHRA PRADESH,5.4,111.325,1.65,18.488,4.753,0
21.356,Dec,1976,ANATAPUR,ANDHRA PRADESH,5.44,11.282,1.62,16.348,1.361,0
22.404,Jan,1977,ANATAPUR,ANDHRA PRADESH,5.91,0,1.46,15.125,0,0
24.681,Feb,1977,ANATAPUR,ANDHRA PRADESH,6.81,0.002,1.93,15.128,0.001,0
26.528,Mar,1977,ANATAPUR,ANDHRA PRADESH,7.57,2.195,2.18,14.598,1.084,0
29.125,Apr,1977,ANATAPUR,ANDHRA PRADESH,7.95,26.183,1.22,18.824,1.529,0
29.316,May,1977,ANATAPUR,ANDHRA PRADESH,7.79,79.991,-0.08,20.997,5.379,0
26.676,Jun,1977,ANATAPUR,ANDHRA PRADESH,6.25,143.196,1.27,22.79,5.553,0
25.03,Jul,1977,ANATAPUR,ANDHRA PRADESH,5.36,61.172,0.95,22.535,6.612,0
24.524,Aug,1977,ANATAPUR,ANDHRA PRADESH,5.39,73.46,0.64,22.499,6.571,0
25.183,Sep,1977,ANATAPUR,ANDHRA PRADESH,5.74,75.86,-0.06,22.426,5.903,0
25.375,Oct,1977,ANATAPUR,ANDHRA PRADESH,5.61,134.544,-0.05,21.327,6.929,0
23.437,Nov,1977,ANATAPUR,ANDHRA PRADESH,5.47,25.678,-0.19,18.336,3.456,0
22.533,Dec,1977,ANATAPUR,ANDHRA PRADESH,5.45,0,-1.06,16.551,0,0
22.815,Jan,1978,ANATAPUR,ANDHRA PRADESH,6,0.048,-1.07,15.074,0.048,0
25.435,Feb,1978,ANATAPUR,ANDHRA PRADESH,6.77,2.845,-1,15.124,0.938,0
27.967,Mar,1978,ANATAPUR,ANDHRA PRADESH,7.67,4.849,-0.39,15.715,1.185,0
29.689,Apr,1978,ANATAPUR,ANDHRA PRADESH,7.96,54.911,0.05,19.686,2.844,0
29.084,May,1978,ANATAPUR,ANDHRA PRADESH,7.72,60.638,0,21.076,4.646,0
28.021,Jun,1978,ANATAPUR,ANDHRA PRADESH,6.42,60.48,0.15,24.601,3.737,0
24.869,Jul,1978,ANATAPUR,ANDHRA PRADESH,5.41,38.495,-0.51,22.535,5.906,0
25.108,Aug,1978,ANATAPUR,ANDHRA PRADESH,5.44,134.597,0.25,22.499,9.052,0
24.807,Sep,1978,ANATAPUR,ANDHRA PRADESH,5.72,130.415,0.13,22.445,7.045,0
24.736,Oct,1978,ANATAPUR,ANDHRA PRADESH,5.5,145.605,-0.04,21.321,6.714,0
23.755,Nov,1978,ANATAPUR,ANDHRA PRADESH,5.42,38.34,0.09,18.283,3.497,0
21.927,Dec,1978,ANATAPUR,ANDHRA PRADESH,5.44,4.8,0.06,16.348,1.127,0
23.175,Jan,1979,ANATAPUR,ANDHRA PRADESH,5.97,0,0.36,15.098,0,0
25.675,Feb,1979,ANATAPUR,ANDHRA PRADESH,6.85,3.911,-0.06,15.08,0.771,0
27.854,Mar,1979,ANATAPUR,ANDHRA PRADESH,7.71,0,-0.02,15.715,0,0
29.877,Apr,1979,ANATAPUR,ANDHRA PRADESH,7.96,45.558,0.15,19.665,2.485,0
29.91,May,1979,ANATAPUR,ANDHRA PRADESH,7.87,86.242,0.34,21.019,4.975,0
26.323,Jun,1979,ANATAPUR,ANDHRA PRADESH,6.25,118.519,1.31,22.783,6.391,0
24.551,Jul,1979,ANATAPUR,ANDHRA PRADESH,5.38,76.474,1.2,22.534,7.357,0
24.87,Aug,1979,ANATAPUR,ANDHRA PRADESH,5.44,80.587,0.88,22.499,6.106,0
25.224,Sep,1979,ANATAPUR,ANDHRA PRADESH,5.72,168.428,0.97,22.461,7.649,0
25.111,Oct,1979,ANATAPUR,ANDHRA PRADESH,5.56,59.637,0.12,21.331,4.077,0
23.432,Nov,1979,ANATAPUR,ANDHRA PRADESH,5.5,19.037,-0.12,18.508,3.482,0
22.258,Dec,1979,ANATAPUR,ANDHRA PRADESH,5.46,10.378,-0.63,16.348,1.105,0
23.33,Jan,1980,ANATAPUR,ANDHRA PRADESH,6,0,-0.75,15.103,0,0
24.68,Feb,1980,ANATAPUR,ANDHRA PRADESH,6.85,0,-0.78,14.717,0,0
27.818,Mar,1980,ANATAPUR,ANDHRA PRADESH,7.64,6.116,-1.74,15.714,1.229,1
29.699,Apr,1980,ANATAPUR,ANDHRA PRADESH,8.04,15.991,-0.93,19.61,1.812,0
29.094,May,1980,ANATAPUR,ANDHRA PRADESH,7.76,44.74,-1.12,20.933,4.132,0
26.738,Jun,1980,ANATAPUR,ANDHRA PRADESH,6.35,37.668,-1.59,22.819,4.259,1
25.751,Jul,1980,ANATAPUR,ANDHRA PRADESH,5.42,86.415,-1.1,22.534,6.807,0
25.852,Aug,1980,ANATAPUR,ANDHRA PRADESH,5.55,13.115,-1.95,22.825,4.084,1
25.057,Sep,1980,ANATAPUR,ANDHRA PRADESH,5.74,307.697,0.36,22.39,10.984,0
24.82,Oct,1980,ANATAPUR,ANDHRA PRADESH,5.63,76.527,-0.07,21.331,4.487,0
22.804,Nov,1980,ANATAPUR,ANDHRA PRADESH,5.39,66.973,0.41,18.34,3.494,0
22.158,Dec,1980,ANATAPUR,ANDHRA PRADESH,5.45,0.022,0.53,16.357,0.022,0
22.848,Jan,1981,ANATAPUR,ANDHRA PRADESH,5.9,0.306,0.46,15.098,0.161,0
25.213,Feb,1981,ANATAPUR,ANDHRA PRADESH,6.7,5.311,1.16,15.124,0.995,0
28.941,Mar,1981,ANATAPUR,ANDHRA PRADESH,7.56,0.225,-0.69,15.753,0.208,0
30.316,Apr,1981,ANATAPUR,ANDHRA PRADESH,8.08,19.021,0.13,19.674,1.66,0
28.567,May,1981,ANATAPUR,ANDHRA PRADESH,7.76,128.872,0.59,21.052,5.479,0
26.165,Jun,1981,ANATAPUR,ANDHRA PRADESH,6.21,89.82,1.15,22.82,5.422,0
24.581,Jul,1981,ANATAPUR,ANDHRA PRADESH,5.3,69.67,0.95,22.392,7.267,0
25.031,Aug,1981,ANATAPUR,ANDHRA PRADESH,5.43,74.412,0.59,22.499,7.617,0
24.921,Sep,1981,ANATAPUR,ANDHRA PRADESH,5.74,39.297,-0.44,22.404,5.457,0
24.516,Oct,1981,ANATAPUR,ANDHRA PRADESH,5.59,147.76,-0.2,21.331,7.094,0
22.661,Nov,1981,ANATAPUR,ANDHRA PRADESH,5.41,25.799,-0.78,17.755,2.163,0
21.902,Dec,1981,ANATAPUR,ANDHRA PRADESH,5.43,0.007,-1.21,16.348,0.007,0
21.967,Jan,1982,ANATAPUR,ANDHRA PRADESH,5.97,0,-1.33,14.752,0,0
24.605,Feb,1982,ANATAPUR,ANDHRA PRADESH,6.73,4.6,-1.28,14.468,0.623,0
27.434,Mar,1982,ANATAPUR,ANDHRA PRADESH,7.64,3.942,-0.17,15.696,1.107,0
28.797,Apr,1982,ANATAPUR,ANDHRA PRADESH,7.89,58.197,0.15,18.805,3.524,0
28.519,May,1982,ANATAPUR,ANDHRA PRADESH,7.71,105.094,0.91,20.771,6.12,0
27.171,Jun,1982,ANATAPUR,ANDHRA PRADESH,6.36,40.832,0.66,22.875,2.976,0
25.466,Jul,1982,ANATAPUR,ANDHRA PRADESH,5.46,54.011,0.25,22.534,5.649,0
24.881,Aug,1982,ANATAPUR,ANDHRA PRADESH,5.44,90.004,0.23,22.499,6.794,0
24.887,Sep,1982,ANATAPUR,ANDHRA PRADESH,5.72,141.797,0.22,22.503,8.661,0
24.658,Oct,1982,ANATAPUR,ANDHRA PRADESH,5.57,176.578,0.26,21.331,8.17,0
22.709,Nov,1982,ANATAPUR,ANDHRA PRADESH,5.52,30.725,-0.03,17.681,2.616,0
21.654,Dec,1982,ANATAPUR,ANDHRA PRADESH,5.42,58.427,0.54,15.97,2.549,0
21.682,Jan,1983,ANATAPUR,ANDHRA PRADESH,5.9,0.389,0.74,14.831,0.212,0
23.686,Feb,1983,ANATAPUR,ANDHRA PRADESH,6.79,0,0.74,14.105,0,0
27.422,Mar,1983,ANATAPUR,ANDHRA PRADESH,7.63,4.243,0.96,15.701,0.707,0
28.572,Apr,1983,ANATAPUR,ANDHRA PRADESH,7.94,97.871,1.82,18.121,3.27,0
29.238,May,1983,ANATAPUR,ANDHRA PRADESH,7.83,56.79,1.62,20.977,3.734,0
26.203,Jun,1983,ANATAPUR,ANDHRA PRADESH,6.31,34.725,0.34,22.014,4.389,0
25.734,Jul,1983,ANATAPUR,ANDHRA PRADESH,5.5,70.177,0.2,22.542,5.851,0
24.741,Aug,1983,ANATAPUR,ANDHRA PRADESH,5.46,166.569,1.14,22.499,8.381,0
25.43,Sep,1983,ANATAPUR,ANDHRA PRADESH,5.81,85.508,0.42,22.428,5.871,0
24.713,Oct,1983,ANATAPUR,ANDHRA PRADESH,5.59,156.21,-0.04,21.331,7.314,0
23.401,Nov,1983,ANATAPUR,ANDHRA PRADESH,5.46,0.566,-0.19,18.345,0.526,0
22.168,Dec,1983,ANATAPUR,ANDHRA PRADESH,5.45,5.412,-0.01,16.348,1.307,0
22.72,Jan,1984,ANATAPUR,ANDHRA PRADESH,6.04,0,0.01,15.046,0,0
25.329,Feb,1984,ANATAPUR,ANDHRA PRADESH,6.84,0,-0.89,15.133,0,0
28.387,Mar,1984,ANATAPUR,ANDHRA PRADESH,7.69,0,-0.48,15.715,0,0
30.48,Apr,1984,ANATAPUR,ANDHRA PRADESH,7.96,17.475,-2.11,19.82,1.542,1
30.142,May,1984,ANATAPUR,ANDHRA PRADESH,7.88,12.343,-2.68,21.525,2.782,1
26.956,Jun,1984,ANATAPUR,ANDHRA PRADESH,6.41,76.643,-1.54,22.817,3.59,1
25.643,Jul,1984,ANATAPUR,ANDHRA PRADESH,5.51,189.478,0.7,22.535,9.732,0
24.552,Aug,1984,ANATAPUR,ANDHRA PRADESH,5.48,61.041,0.29,22.499,6.455,0
24.308,Sep,1984,ANATAPUR,ANDHRA PRADESH,5.68,292.445,1.55,21.799,9.742,0
24.978,Oct,1984,ANATAPUR,ANDHRA PRADESH,5.62,69.572,0.93,21.331,5.202,0
22.213,Nov,1984,ANATAPUR,ANDHRA PRADESH,5.47,58.091,1.53,17.113,3.615,0
21.186,Dec,1984,ANATAPUR,ANDHRA PRADESH,5.46,2.157,1.42,15.61,0.833,0
22.063,Jan,1985,ANATAPUR,ANDHRA PRADESH,5.99,0.871,0.63,15.079,0.345,0
24.428,Feb,1985,ANATAPUR,ANDHRA PRADESH,6.78,0.372,0.88,15.212,0.277,0
27.521,Mar,1985,ANATAPUR,ANDHRA PRADESH,7.67,0.697,-0.99,15.715,0.503,0
28.905,Apr,1985,ANATAPUR,ANDHRA PRADESH,7.93,35.917,0.27,18.918,2.45,0
29.428,May,1985,ANATAPUR,ANDHRA PRADESH,7.81,25.655,-1.47,20.916,2.875,0
26.9,Jun,1985,ANATAPUR,ANDHRA PRADESH,6.43,55.507,-1.22,22.79,4.294,0
25.054,Jul,1985,ANATAPUR,ANDHRA PRADESH,5.51,36.944,-1.87,22.534,5.864,1
25.21,Aug,1985,ANATAPUR,ANDHRA PRADESH,5.48,99.948,-1.11,22.499,6.418,0
25.447,Sep,1985,ANATAPUR,ANDHRA PRADESH,5.78,109.246,-1.05,22.498,7.015,0
26.004,Oct,1985,ANATAPUR,ANDHRA PRADESH,5.72,3.574,-2.29,22.114,1.303,1
24.136,Nov,1985,ANATAPUR,ANDHRA PRADESH,5.57,27.911,-1.94,18.287,3.121,1
22.874,Dec,1985,ANATAPUR,ANDHRA PRADESH,5.43,31.816,-1.73,16.64,2.696,1
23.566,Jan,1986,ANATAPUR,ANDHRA PRADESH,5.99,1.842,-1.48,15.103,0.491,0
25.793,Feb,1986,ANATAPUR,ANDHRA PRADESH,6.85,0,-1.9,15.209,0,1
28.699,Mar,1986,ANATAPUR,ANDHRA PRADESH,7.69,0.181,-2.53,15.715,0.172,1
30.194,Apr,1986,ANATAPUR,ANDHRA PRADESH,8.02,10.245,-0.34,19.686,2.223,0
29.316,May,1986,ANATAPUR,ANDHRA PRADESH,7.82,87.151,0.16,21.037,5.589,0
27.323,Jun,1986,ANATAPUR,ANDHRA PRADESH,6.37,109.998,0.6,22.743,4.312,0
25.874,Jul,1986,ANATAPUR,ANDHRA PRADESH,5.48,106.512,0.97,22.535,7.693,0
25.958,Aug,1986,ANATAPUR,ANDHRA PRADESH,5.58,150.874,1.51,23.601,4.993,0
25.108,Sep,1986,ANATAPUR,ANDHRA PRADESH,5.8,150.331,1.28,22.4,9.729,0
24.685,Oct,1986,ANATAPUR,ANDHRA PRADESH,5.66,129.793,1.16,21.326,6.535,0
23.613,Nov,1986,ANATAPUR,ANDHRA PRADESH,5.4,140.131,1.79,18.789,6.12,0
21.987,Dec,1986,ANATAPUR,ANDHRA PRADESH,5.46,23.661,1.61,16.348,1.393,0
22.53,Jan,1987,ANATAPUR,ANDHRA PRADESH,6.01,4.476,1.53,15.083,1.025,0
24.359,Feb,1987,ANATAPUR,ANDHRA PRADESH,6.96,0,1.09,15.198,0,0
27.086,Mar,1987,ANATAPUR,ANDHRA PRADESH,7.59,8.507,1.35,15.59,1.712,0
29.998,Apr,1987,ANATAPUR,ANDHRA PRADESH,8.02,19.833,1.88,19.686,1.976,0
29.815,May,1987,ANATAPUR,ANDHRA PRADESH,7.81,60.855,-0.13,21.018,4.591,0
27.136,Jun,1987,ANATAPUR,ANDHRA PRADESH,6.38,63.167,-0.37,22.984,4.363,0
24.623,Jul,1987,ANATAPUR,ANDHRA PRADESH,5.43,159.355,0.93,22.534,8.87,0
24.612,Aug,1987,ANATAPUR,ANDHRA PRADESH,5.45,35.139,0.17,22.499,4.987,0
24.728,Sep,1987,ANATAPUR,ANDHRA PRADESH,5.74,101.855,-0.25,22.493,4.417,0
24.067,Oct,1987,ANATAPUR,ANDHRA PRADESH,5.6,123.543,-0.25,21.322,6.059,0
22.881,Nov,1987,ANATAPUR,ANDHRA PRADESH,5.56,5.154,-0.41,18.067,1.424,0
22.839,Dec,1987,ANATAPUR,ANDHRA PRADESH,5.36,13.14,-0.42,16.552,2.134,0
22.259,Jan,1988,ANATAPUR,ANDHRA PRADESH,5.93,0,-1.43,15.074,0,0
25.31,Feb,1988,ANATAPUR,ANDHRA PRADESH,6.79,10.628,-0.81,14.98,0.995,0
27.263,Mar,1988,ANATAPUR,ANDHRA PRADESH,7.63,25.83,-0.23,15.518,2.286,0
29.125,Apr,1988,ANATAPUR,ANDHRA PRADESH,7.94,66.248,0.71,19.251,4.256,0
29.688,May,1988,ANATAPUR,ANDHRA PRADESH,7.83,74.172,1.2,21.011,3.119,0
26.965,Jun,1988,ANATAPUR,ANDHRA PRADESH,6.38,51.147,0.91,22.79,3.893,0
25.203,Jul,1988,ANATAPUR,ANDHRA PRADESH,5.42,53.773,0.49,22.544,5.831,0
25.393,Aug,1988,ANATAPUR,ANDHRA PRADESH,5.51,11.234,-0.7,23.016,2.795,0
25.149,Sep,1988,ANATAPUR,ANDHRA PRADESH,5.81,255.184,0.42,22.442,8.967,0
24.368,Oct,1988,ANATAPUR,ANDHRA PRADESH,5.68,120.813,-0.07,21.235,6.08,0
23.301,Nov,1988,ANATAPUR,ANDHRA PRADESH,5.49,45.811,0.01,18.277,2.821,0
22.635,Dec,1988,ANATAPUR,ANDHRA PRADESH,5.5,11.459,0.11,16.348,1.348,0
22.575,Jan,1989,ANATAPUR,ANDHRA PRADESH,6,0,0.28,15.098,0,0
25.766,Feb,1989,ANATAPUR,ANDHRA PRADESH,6.78,0,0.96,15.365,0,0
29.085,Mar,1989,ANATAPUR,ANDHRA PRADESH,7.71,0.204,-0.23,16.417,0.19,0
30.653,Apr,1989,ANATAPUR,ANDHRA PRADESH,8.08,10.751,-0.44,19.925,1.801,0
29.391,May,1989,ANATAPUR,ANDHRA PRADESH,7.81,100.564,-0.01,20.9,5.3,0
27.443,Jun,1989,ANATAPUR,ANDHRA PRADESH,6.4,54.694,-0.18,23.61,2.936,0
25.405,Jul,1989,ANATAPUR,ANDHRA PRADESH,5.5,58.498,-0.46,22.534,6.769,0
25.6,Aug,1989,ANATAPUR,ANDHRA PRADESH,5.54,155.552,0.57,22.499,8.165,0
24.66,Sep,1989,ANATAPUR,ANDHRA PRADESH,5.72,29.944,-0.55,22.504,5.899,0
24.714,Oct,1989,ANATAPUR,ANDHRA PRADESH,5.63,182.821,0.06,21.326,7.928,0
23.706,Nov,1989,ANATAPUR,ANDHRA PRADESH,5.5,38.6,-0.14,18.656,3.346,0
21.76,Dec,1989,ANATAPUR,ANDHRA PRADESH,5.41,14.138,-0.05,16.348,1.624,0
23.046,Jan,1990,ANATAPUR,ANDHRA PRADESH,5.97,0,0.07,15.074,0,0
25.336,Feb,1990,ANATAPUR,ANDHRA PRADESH,6.78,0,-0.68,15.225,0,0
28.486,Mar,1990,ANATAPUR,ANDHRA PRADESH,7.64,0.474,0.55,15.686,0.331,0
30.238,Apr,1990,ANATAPUR,ANDHRA PRADESH,7.98,28.078,-0.11,19.679,2.071,0
29.158,May,1990,ANATAPUR,ANDHRA PRADESH,7.82,154.75,1.32,21.027,6.741,0
26.061,Jun,1990,ANATAPUR,ANDHRA PRADESH,6.24,41.376,0.85,21.794,4.143,0
25.523,Jul,1990,ANATAPUR,ANDHRA PRADESH,5.49,68.132,0.65,22.545,6.483,0
24.576,Aug,1990,ANATAPUR,ANDHRA PRADESH,5.44,94.596,0.66,22.499,6.218,0
25.01,Sep,1990,ANATAPUR,ANDHRA PRADESH,5.73,177.213,0.87,22.476,6.176,0
24.67,Oct,1990,ANATAPUR,ANDHRA PRADESH,5.58,161.961,0.91,21.331,6.883,0
22.62,Nov,1990,ANATAPUR,ANDHRA PRADESH,5.48,1.802,0.07,17.688,0.788,0
20.767,Dec,1990,ANATAPUR,ANDHRA PRADESH,5.51,0.001,0.15,15.202,0.001,0
22.242,Jan,1991,ANATAPUR,ANDHRA PRADESH,5.89,0,0.2,15.123,0,0
25.247,Feb,1991,ANATAPUR,ANDHRA PRADESH,6.81,1.095,0.13,14.712,0.371,0
27.051,Mar,1991,ANATAPUR,ANDHRA PRADESH,7.61,6.125,-0.34,15.517,1.215,0
29.409,Apr,1991,ANATAPUR,ANDHRA PRADESH,7.95,41.591,-0.96,19.674,3.677,0
28.113,May,1991,ANATAPUR,ANDHRA PRADESH,7.74,68.565,-0.12,20.404,3.975,0
25.481,Jun,1991,ANATAPUR,ANDHRA PRADESH,6.13,32.234,-0.52,21.391,4.05,0
25.494,Jul,1991,ANATAPUR,ANDHRA PRADESH,5.49,31.956,-1.29,22.535,5.112,0
25.11,Aug,1991,ANATAPUR,ANDHRA PRADESH,5.5,107.583,-0.62,22.499,8.195,0
25.262,Sep,1991,ANATAPUR,ANDHRA PRADESH,5.76,66.037,-1.22,22.453,6.829,0
23.887,Oct,1991,ANATAPUR,ANDHRA PRADESH,5.52,183.223,-0.71,20.495,6.581,0
22.734,Nov,1991,ANATAPUR,ANDHRA PRADESH,5.6,10.885,-0.92,17.853,1.521,0
21.069,Dec,1991,ANATAPUR,ANDHRA PRADESH,5.45,0.935,-0.77,15.37,0.838,0
21.641,Jan,1992,ANATAPUR,ANDHRA PRADESH,6,0.912,-0.43,14.067,0.233,0
24.809,Feb,1992,ANATAPUR,ANDHRA PRADESH,6.78,0,-0.72,14.638,0,0
27.314,Mar,1992,ANATAPUR,ANDHRA PRADESH,7.67,0,0.03,15.705,0,0
29.411,Apr,1992,ANATAPUR,ANDHRA PRADESH,7.94,17.416,-1.76,19.68,1.691,1
28.516,May,1992,ANATAPUR,ANDHRA PRADESH,7.62,131.378,0.53,20.835,6.376,0
27.729,Jun,1992,ANATAPUR,ANDHRA PRADESH,6.42,55.271,0.53,23.994,4.387,0
25.827,Jul,1992,ANATAPUR,ANDHRA PRADESH,5.48,25.833,-0.37,22.534,5.222,0
26.204,Aug,1992,ANATAPUR,ANDHRA PRADESH,5.6,12.227,-1.31,24.001,3.719,0
25.757,Sep,1992,ANATAPUR,ANDHRA PRADESH,5.85,199.067,-0.24,22.545,8.031,0
25.138,Oct,1992,ANATAPUR,ANDHRA PRADESH,5.6,135.514,-0.12,21.335,6.679,0
23.83,Nov,1992,ANATAPUR,ANDHRA PRADESH,5.49,32.64,-0.66,18.315,2.491,0
22.879,Dec,1992,ANATAPUR,ANDHRA PRADESH,5.43,17.074,-0.56,16.652,2.555,0
23.523,Jan,1993,ANATAPUR,ANDHRA PRADESH,6.05,0,-0.16,15.486,0,0
25.597,Feb,1993,ANATAPUR,ANDHRA PRADESH,6.84,0,0.53,16.038,0,0
28.283,Mar,1993,ANATAPUR,ANDHRA PRADESH,7.66,0,-0.13,15.725,0,0
30.857,Apr,1993,ANATAPUR,ANDHRA PRADESH,7.98,5.716,-0.8,20.142,1.417,0
30.311,May,1993,ANATAPUR,ANDHRA PRADESH,7.87,39.55,-1.58,21.326,4.307,1
26.396,Jun,1993,ANATAPUR,ANDHRA PRADESH,6.29,70.122,-1.31,22.827,5.834,0
26.041,Jul,1993,ANATAPUR,ANDHRA PRADESH,5.49,37.024,-1.93,22.697,7.716,1
24.61,Aug,1993,ANATAPUR,ANDHRA PRADESH,5.41,121.193,-0.83,22.499,9.045,0
25.472,Sep,1993,ANATAPUR,ANDHRA PRADESH,5.74,141.085,-0.5,22.494,6.704,0
24.795,Oct,1993,ANATAPUR,ANDHRA PRADESH,5.57,270.398,0.78,21.301,7.661,0
22.498,Nov,1993,ANATAPUR,ANDHRA PRADESH,5.51,43.788,1.1,17.691,2.859,0
